epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,5086.8,1.61,1.44478,1.75439,0.70425,0.7251,0.73135,0.34793,1.76701,1.19486,1.92496,0.008713,0.008713,0.008713
15,5403.62,1.60784,1.41767,1.74853,0.7029,0.74747,0.75239,0.3493,1.75469,1.17333,1.91849,0.008614,0.008614,0.008614
16,5772.89,1.59902,1.3989,1.73666,0.70812,0.74032,0.75474,0.35314,1.78056,1.15731,1.9213,0.008515,0.008515,0.008515
17,6092.49,1.58611,1.38399,1.7281,0.6762,0.76837,0.75391,0.35144,1.76231,1.13421,1.91194,0.008416,0.008416,0.008416
18,6476.19,1.57856,1.35674,1.72195,0.7158,0.74334,0.75116,0.35205,1.76062,1.12381,1.89865,0.008317,0.008317,0.008317
19,6793.93,1.56363,1.34025,1.70939,0.73099,0.72959,0.74871,0.34936,1.77678,1.11469,1.92165,0.008218,0.008218,0.008218
20,7145.06,1.56044,1.32604,1.70157,0.73226,0.71691,0.74277,0.35037,1.76318,1.13586,1.9185,0.008119,0.008119,0.008119
21,7463.32,1.54483,1.3129,1.69687,0.72592,0.74411,0.7553,0.35194,1.74997,1.11616,1.91018,0.00802,0.00802,0.00802
22,7814.73,1.54687,1.29164,1.69372,0.70732,0.75689,0.75653,0.35315,1.78601,1.09196,1.94258,0.007921,0.007921,0.007921
23,8134.92,1.53718,1.2775,1.68082,0.72974,0.73416,0.75603,0.35787,1.75291,1.10358,1.91438,0.007822,0.007822,0.007822
24,8486.82,1.52893,1.26854,1.67862,0.71719,0.74025,0.74677,0.35781,1.76076,1.11312,1.91945,0.007723,0.007723,0.007723
25,8805.11,1.52068,1.25229,1.67123,0.71876,0.75478,0.75703,0.35811,1.7694,1.08512,1.9216,0.007624,0.007624,0.007624
26,9185.03,1.513,1.23664,1.66152,0.71368,0.75586,0.75651,0.34813,1.7785,1.0682,1.93902,0.007525,0.007525,0.007525
27,9503.19,1.50004,1.21824,1.65018,0.71227,0.76032,0.75207,0.35012,1.80779,1.06146,1.95548,0.007426,0.007426,0.007426
28,9872.83,1.49223,1.19883,1.64331,0.70603,0.75822,0.75752,0.352,1.79871,1.07687,1.93889,0.007327,0.007327,0.007327
29,10191.9,1.48344,1.20354,1.63742,0.72158,0.74768,0.75578,0.34569,1.79811,1.06089,1.94962,0.007228,0.007228,0.007228
30,10565.5,1.47877,1.18561,1.63146,0.72183,0.74755,0.75385,0.35455,1.81282,1.07053,1.95983,0.007129,0.007129,0.007129
31,10890.8,1.46661,1.16501,1.62233,0.70275,0.76431,0.75838,0.35083,1.79141,1.06318,1.94263,0.00703,0.00703,0.00703
32,11258.1,1.46904,1.16026,1.61958,0.71619,0.75966,0.76008,0.35312,1.81224,1.0612,1.96005,0.006931,0.006931,0.006931
33,11577.2,1.45651,1.14501,1.60716,0.71078,0.76233,0.75572,0.34982,1.81538,1.06028,1.97214,0.006832,0.006832,0.006832
34,11958.6,1.43795,1.12848,1.5987,0.70824,0.75831,0.75511,0.34778,1.82336,1.0639,1.97471,0.006733,0.006733,0.006733
35,12286,1.43986,1.12874,1.59701,0.71616,0.76445,0.76052,0.34792,1.82006,1.05641,1.9772,0.006634,0.006634,0.006634
36,12679,1.42413,1.10915,1.57907,0.70977,0.75957,0.7511,0.3458,1.82986,1.06053,1.98352,0.006535,0.006535,0.006535
37,13007.4,1.41367,1.09512,1.57312,0.71513,0.75362,0.75692,0.34753,1.83117,1.05157,2.00191,0.006436,0.006436,0.006436
38,13407.1,1.40823,1.08518,1.57011,0.71172,0.76485,0.75428,0.33938,1.85249,1.05469,2.01936,0.006337,0.006337,0.006337
39,13736.8,1.40691,1.08069,1.56626,0.70767,0.76205,0.74993,0.34023,1.8399,1.06685,2.01399,0.006238,0.006238,0.006238
40,14102.1,1.39758,1.0637,1.55994,0.71915,0.76518,0.75682,0.34534,1.84094,1.0463,2.01133,0.006139,0.006139,0.006139
41,14430,1.38717,1.06554,1.55525,0.70371,0.76082,0.74539,0.33751,1.85156,1.06651,2.02451,0.00604,0.00604,0.00604
42,14813,1.38294,1.05016,1.54651,0.71143,0.76123,0.75199,0.34281,1.84843,1.06893,2.03302,0.005941,0.005941,0.005941
43,15140.5,1.3683,1.04788,1.53956,0.70516,0.75465,0.74965,0.33836,1.85085,1.07302,2.0525,0.005842,0.005842,0.005842
44,15503,1.36515,1.03564,1.53361,0.71971,0.7444,0.75167,0.34033,1.86888,1.06644,2.05097,0.005743,0.005743,0.005743
45,15831.2,1.35667,1.02868,1.53288,0.70403,0.76821,0.74904,0.34188,1.86598,1.06035,2.05361,0.005644,0.005644,0.005644
46,16227.9,1.34661,1.01503,1.51925,0.70977,0.75947,0.7484,0.33883,1.86281,1.0712,2.06391,0.005545,0.005545,0.005545
47,16555.8,1.34248,1.00415,1.51061,0.7231,0.75756,0.75479,0.34011,1.87073,1.06728,2.07361,0.005446,0.005446,0.005446
48,16919,1.33859,1.00534,1.50743,0.72091,0.75179,0.75726,0.34534,1.86822,1.052,2.06904,0.005347,0.005347,0.005347
49,17249.4,1.32375,0.98718,1.50066,0.70701,0.76121,0.74944,0.34079,1.86365,1.06556,2.07859,0.005248,0.005248,0.005248
50,17648.2,1.3245,0.97977,1.49748,0.73111,0.73328,0.7458,0.33875,1.88335,1.07204,2.10437,0.005149,0.005149,0.005149
51,17977.6,1.31188,0.97632,1.48909,0.72411,0.75038,0.75199,0.33874,1.88903,1.07084,2.10961,0.00505,0.00505,0.00505
52,18340.7,1.30549,0.96813,1.48377,0.72269,0.7514,0.75342,0.34213,1.88296,1.07173,2.1104,0.004951,0.004951,0.004951
53,18669,1.29729,0.95977,1.48138,0.7193,0.7485,0.75394,0.34034,1.88498,1.07546,2.11963,0.004852,0.004852,0.004852
54,19066.7,1.29803,0.95611,1.47952,0.71803,0.75609,0.75616,0.33771,1.88627,1.06611,2.12484,0.004753,0.004753,0.004753
55,19394.4,1.28499,0.94031,1.46863,0.7234,0.74785,0.75508,0.33554,1.89019,1.06605,2.13141,0.004654,0.004654,0.004654
56,19778.9,1.26929,0.93461,1.4567,0.71086,0.74895,0.74732,0.33618,1.89051,1.07205,2.13362,0.004555,0.004555,0.004555
57,20107.3,1.26393,0.92621,1.45024,0.72095,0.7365,0.7467,0.33716,1.88487,1.06666,2.13337,0.004456,0.004456,0.004456
58,20507.6,1.26349,0.92197,1.44808,0.70324,0.7486,0.74126,0.33569,1.88767,1.06989,2.1387,0.004357,0.004357,0.004357
59,20838.1,1.25899,0.91732,1.44639,0.71379,0.74716,0.73998,0.33577,1.88304,1.07857,2.14092,0.004258,0.004258,0.004258
60,21196.4,1.25134,0.90399,1.43876,0.71051,0.7589,0.74313,0.33556,1.8915,1.08092,2.14267,0.004159,0.004159,0.004159
61,21572,1.24218,0.90493,1.43321,0.70285,0.76073,0.74405,0.33724,1.891,1.08826,2.15641,0.00406,0.00406,0.00406
62,21975.4,1.2307,0.8926,1.42918,0.70919,0.7597,0.743,0.33857,1.8935,1.08995,2.1657,0.003961,0.003961,0.003961
63,22293.5,1.22594,0.89152,1.42617,0.71401,0.75696,0.74526,0.33906,1.89656,1.08436,2.17405,0.003862,0.003862,0.003862
64,22643.3,1.2228,0.88033,1.41968,0.71727,0.75749,0.74572,0.33656,1.90576,1.08291,2.18233,0.003763,0.003763,0.003763
65,22973.4,1.21785,0.8759,1.41588,0.71642,0.75279,0.7445,0.33759,1.90202,1.08756,2.18013,0.003664,0.003664,0.003664
66,23332.7,1.21537,0.8712,1.41145,0.71917,0.74789,0.74576,0.338,1.90096,1.08545,2.18077,0.003565,0.003565,0.003565
67,23659,1.20675,0.86557,1.41061,0.7116,0.7615,0.74665,0.33619,1.90485,1.08936,2.18492,0.003466,0.003466,0.003466
68,24025.4,1.20133,0.86228,1.40286,0.70285,0.75995,0.74207,0.33527,1.90974,1.09518,2.19616,0.003367,0.003367,0.003367
69,24353.7,1.19107,0.85152,1.39855,0.69865,0.77686,0.74438,0.3335,1.91101,1.09481,2.20367,0.003268,0.003268,0.003268
70,24722.7,1.18817,0.85724,1.40151,0.70346,0.76704,0.74218,0.33308,1.91056,1.09517,2.21014,0.003169,0.003169,0.003169
71,25039.5,1.1811,0.85131,1.39719,0.70827,0.75555,0.73766,0.33244,1.9138,1.0933,2.21952,0.00307,0.00307,0.00307
72,25376.3,1.17477,0.83888,1.38656,0.7056,0.7592,0.73814,0.33181,1.91413,1.09389,2.22633,0.002971,0.002971,0.002971
73,25693.1,1.16795,0.83113,1.3791,0.70862,0.75517,0.73681,0.33221,1.91503,1.09109,2.2347,0.002872,0.002872,0.002872
74,26072.2,1.16583,0.82804,1.37626,0.71861,0.74719,0.73917,0.33218,1.91994,1.08644,2.24384,0.002773,0.002773,0.002773
75,26391.4,1.15828,0.83091,1.37284,0.71509,0.7519,0.74039,0.33336,1.91725,1.08685,2.24497,0.002674,0.002674,0.002674
76,26748.7,1.15135,0.81835,1.36697,0.71921,0.746,0.7404,0.33329,1.91393,1.08916,2.24346,0.002575,0.002575,0.002575
77,27081.1,1.1468,0.81019,1.36127,0.71783,0.74984,0.73863,0.33283,1.90983,1.08965,2.23816,0.002476,0.002476,0.002476
78,27485.4,1.13966,0.80667,1.35847,0.73285,0.73559,0.73781,0.33287,1.91035,1.09463,2.24128,0.002377,0.002377,0.002377
79,27808.5,1.13321,0.80355,1.35395,0.72428,0.74431,0.73672,0.33356,1.91091,1.09515,2.24434,0.002278,0.002278,0.002278
80,28177,1.13079,0.80269,1.35233,0.72052,0.74979,0.73636,0.33434,1.91241,1.10081,2.24851,0.002179,0.002179,0.002179
81,28493.4,1.1222,0.79772,1.3463,0.71693,0.75775,0.73575,0.33392,1.91438,1.10185,2.25305,0.00208,0.00208,0.00208
82,28870.2,1.11935,0.79419,1.34411,0.72136,0.75115,0.73331,0.33281,1.91677,1.105,2.25652,0.001981,0.001981,0.001981
83,29187.1,1.11012,0.78922,1.33795,0.71811,0.7496,0.73192,0.33235,1.92054,1.10692,2.26537,0.001882,0.001882,0.001882
84,29540.3,1.10472,0.7812,1.33347,0.71424,0.74994,0.7313,0.33294,1.92106,1.10977,2.27028,0.001783,0.001783,0.001783
85,29856.7,1.09907,0.77547,1.32941,0.71437,0.75182,0.7319,0.33306,1.92299,1.11326,2.27674,0.001684,0.001684,0.001684
86,30224.2,1.09848,0.77525,1.33249,0.71887,0.75232,0.73379,0.33182,1.9239,1.11667,2.28083,0.001585,0.001585,0.001585
87,30539.8,1.08822,0.77033,1.32443,0.71517,0.7534,0.73319,0.33139,1.92583,1.11778,2.28589,0.001486,0.001486,0.001486
88,30906.1,1.08139,0.76357,1.31667,0.71271,0.75426,0.73294,0.33138,1.92699,1.11776,2.29015,0.001387,0.001387,0.001387
89,31223.9,1.07916,0.75785,1.31537,0.711,0.75404,0.732,0.33183,1.92779,1.11848,2.2936,0.001288,0.001288,0.001288
90,31605.6,1.0692,0.75022,1.30647,0.71126,0.75345,0.73221,0.33156,1.92757,1.12073,2.29407,0.001189,0.001189,0.001189
91,31911.7,0.96737,0.54552,1.26226,0.71014,0.75838,0.73166,0.33166,1.92714,1.12069,2.29626,0.00109,0.00109,0.00109
92,32251.4,0.93984,0.52496,1.24011,0.71156,0.75327,0.73094,0.33181,1.92617,1.12295,2.29918,0.000991,0.000991,0.000991
93,32556.9,0.91986,0.50967,1.22951,0.70788,0.75557,0.73024,0.33179,1.92628,1.12545,2.30384,0.000892,0.000892,0.000892
94,32925.8,0.91686,0.50974,1.22936,0.71122,0.7551,0.73205,0.33279,1.92697,1.12703,2.30936,0.000793,0.000793,0.000793
95,33230,0.90093,0.50044,1.21251,0.71161,0.75418,0.73259,0.33308,1.92839,1.1278,2.31806,0.000694,0.000694,0.000694
96,33566.6,0.89312,0.49698,1.21166,0.71218,0.75144,0.73146,0.3329,1.92916,1.12794,2.32485,0.000595,0.000595,0.000595
97,33912.6,0.88562,0.49174,1.2069,0.71239,0.74882,0.73084,0.33356,1.92988,1.12949,2.33134,0.000496,0.000496,0.000496
98,34311.2,0.87871,0.4875,1.19894,0.7132,0.7488,0.73107,0.33317,1.93059,1.13074,2.33682,0.000397,0.000397,0.000397
99,34616.5,0.87003,0.48315,1.19303,0.7157,0.74738,0.73165,0.33349,1.93022,1.13188,2.3406,0.000298,0.000298,0.000298
100,34943,0.86385,0.48127,1.19147,0.71621,0.74715,0.73108,0.33333,1.93003,1.13349,2.34425,0.000199,0.000199,0.000199
