epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,5302.99,1.57022,1.29741,1.65804,0.73653,0.74269,0.75122,0.34139,1.84769,1.1004,1.91785,0.008746,0.008746,0.008746
40,5437.55,1.56705,1.27988,1.65706,0.72906,0.70693,0.7311,0.32481,1.85351,1.15382,1.91225,0.008713,0.008713,0.008713
41,5572.03,1.56298,1.27364,1.64801,0.7551,0.72095,0.74173,0.3322,1.86572,1.12649,1.94507,0.00868,0.00868,0.00868
42,5706.88,1.56094,1.25862,1.64949,0.71073,0.72199,0.73965,0.32652,1.87974,1.12591,1.95316,0.008647,0.008647,0.008647
43,5841.91,1.55342,1.24926,1.64243,0.73527,0.73274,0.75353,0.33862,1.84094,1.10496,1.90977,0.008614,0.008614,0.008614
44,5976.91,1.54158,1.22454,1.63478,0.71863,0.72807,0.74698,0.33838,1.85355,1.14478,1.91205,0.008581,0.008581,0.008581
45,6113.48,1.54293,1.23155,1.63634,0.73084,0.7306,0.742,0.33295,1.8637,1.08605,1.95537,0.008548,0.008548,0.008548
46,6248.75,1.53452,1.22056,1.6265,0.76269,0.7335,0.74445,0.32938,1.96195,1.12045,1.98119,0.008515,0.008515,0.008515
47,6383.84,1.5276,1.2083,1.62716,0.72994,0.71936,0.73785,0.32285,1.90205,1.11271,1.96127,0.008482,0.008482,0.008482
48,6518.38,1.52687,1.2104,1.62058,0.72867,0.70759,0.73464,0.32399,1.91374,1.10424,1.95146,0.008449,0.008449,0.008449
49,6652.9,1.52071,1.19249,1.61221,0.74643,0.73579,0.74935,0.33326,1.86733,1.09194,1.93192,0.008416,0.008416,0.008416
50,6787.5,1.49835,1.18313,1.59731,0.72148,0.73467,0.73957,0.32883,1.87962,1.1009,1.95941,0.008383,0.008383,0.008383
51,6921.88,1.5024,1.16337,1.59444,0.72266,0.73617,0.73568,0.32751,1.91993,1.10777,1.98601,0.00835,0.00835,0.00835
52,7056.2,1.50016,1.1627,1.59587,0.74573,0.72339,0.74583,0.32817,1.90308,1.10646,1.96759,0.008317,0.008317,0.008317
53,7190.51,1.48568,1.14442,1.58211,0.75133,0.7396,0.75332,0.33407,1.8966,1.07294,1.9572,0.008284,0.008284,0.008284
54,7325.23,1.48835,1.14969,1.5839,0.73877,0.72108,0.74189,0.32781,1.89891,1.07956,1.96916,0.008251,0.008251,0.008251
55,7460,1.48604,1.15156,1.58676,0.75692,0.72503,0.75447,0.32925,1.92759,1.08453,2.00751,0.008218,0.008218,0.008218
56,7595.21,1.47498,1.13076,1.57902,0.73424,0.73712,0.74892,0.32731,1.93091,1.08583,2.02206,0.008185,0.008185,0.008185
57,7730.13,1.47154,1.12752,1.58113,0.73134,0.73899,0.73455,0.32513,1.91401,1.09772,1.99712,0.008152,0.008152,0.008152
58,7864.62,1.46665,1.1214,1.57431,0.75563,0.72346,0.74113,0.32101,1.94706,1.09023,2.03671,0.008119,0.008119,0.008119
59,7999.39,1.46601,1.11395,1.57065,0.75154,0.73244,0.74627,0.32916,1.92846,1.09322,2.00527,0.008086,0.008086,0.008086
60,8133.63,1.45757,1.09926,1.5588,0.76343,0.71559,0.73891,0.31913,1.9641,1.12631,2.05392,0.008053,0.008053,0.008053
61,8267.64,1.44987,1.10122,1.55979,0.73455,0.73466,0.74344,0.32961,1.93694,1.0857,2.01909,0.00802,0.00802,0.00802
62,8402.38,1.45002,1.09984,1.56118,0.73305,0.74279,0.73821,0.31701,1.96435,1.10132,2.06533,0.007987,0.007987,0.007987
63,8536.84,1.44172,1.09796,1.55349,0.71268,0.73862,0.73171,0.32161,1.95634,1.08411,2.05061,0.007954,0.007954,0.007954
64,8671.02,1.42772,1.08149,1.54816,0.74218,0.7358,0.75165,0.32525,1.93015,1.07201,2.01229,0.007921,0.007921,0.007921
65,8805.77,1.42989,1.07468,1.54227,0.74558,0.71532,0.74284,0.32459,1.9504,1.07153,2.04715,0.007888,0.007888,0.007888
66,8939.96,1.42415,1.06591,1.53632,0.74232,0.7358,0.74475,0.32475,1.94629,1.08307,2.04892,0.007855,0.007855,0.007855
67,9074.24,1.41484,1.06148,1.5382,0.74605,0.73015,0.73309,0.3185,1.95442,1.09886,2.08332,0.007822,0.007822,0.007822
68,9208.5,1.41008,1.04102,1.52423,0.74669,0.74029,0.73565,0.3161,1.94365,1.09007,2.06074,0.007789,0.007789,0.007789
69,9342.98,1.41461,1.04572,1.53261,0.74108,0.71342,0.73542,0.31808,1.93986,1.08882,2.05712,0.007756,0.007756,0.007756
70,9478.09,1.39902,1.03837,1.52355,0.75733,0.71028,0.73267,0.31252,1.97946,1.10309,2.08574,0.007723,0.007723,0.007723
71,9612.95,1.39339,1.02531,1.51151,0.75496,0.71252,0.72319,0.30749,1.98537,1.10082,2.09331,0.00769,0.00769,0.00769
72,9747.76,1.39201,1.02481,1.5096,0.74187,0.724,0.72639,0.31117,1.95001,1.08125,2.06713,0.007657,0.007657,0.007657
73,9882.35,1.38688,1.01855,1.50543,0.74242,0.72406,0.72345,0.31233,1.97094,1.07029,2.1034,0.007624,0.007624,0.007624
74,10016.6,1.38934,1.02526,1.5093,0.74603,0.71424,0.74124,0.32293,1.97124,1.09105,2.09893,0.007591,0.007591,0.007591
75,10151.8,1.38102,1.01771,1.50864,0.75203,0.72537,0.74163,0.32136,1.9555,1.07122,2.09146,0.007558,0.007558,0.007558
76,10286.1,1.38116,1.01216,1.49907,0.72399,0.73721,0.73331,0.31524,1.99277,1.08365,2.13039,0.007525,0.007525,0.007525
77,10420.3,1.36661,1.00144,1.49227,0.728,0.72685,0.72467,0.31147,1.95549,1.08198,2.10344,0.007492,0.007492,0.007492
78,10555,1.36841,1.00075,1.4915,0.72946,0.74015,0.726,0.31185,2.00284,1.09013,2.14128,0.007459,0.007459,0.007459
79,10690.1,1.36211,0.99002,1.48964,0.72727,0.74182,0.72246,0.31346,1.98895,1.09028,2.11683,0.007426,0.007426,0.007426
80,10824.8,1.35667,0.98689,1.48357,0.76384,0.72655,0.73023,0.31419,1.99245,1.07658,2.13071,0.007393,0.007393,0.007393
81,10959.8,1.35307,0.99244,1.48944,0.7464,0.7356,0.7217,0.31554,1.97566,1.08058,2.1118,0.00736,0.00736,0.00736
82,11094.4,1.34887,0.97407,1.4734,0.74542,0.75268,0.74077,0.31844,1.99728,1.06516,2.15036,0.007327,0.007327,0.007327
83,11231.1,1.34072,0.96684,1.47407,0.77518,0.72399,0.72924,0.31158,1.97175,1.06462,2.13587,0.007294,0.007294,0.007294
84,11366.5,1.33575,0.96863,1.46946,0.76123,0.73323,0.73921,0.31661,1.97902,1.05451,2.13251,0.007261,0.007261,0.007261
85,11500.8,1.3313,0.95108,1.45463,0.7639,0.72209,0.73244,0.31364,1.97839,1.06637,2.13638,0.007228,0.007228,0.007228
86,11635.2,1.33622,0.9842,1.46708,0.73953,0.73197,0.72441,0.31537,1.97056,1.08306,2.13267,0.007195,0.007195,0.007195
87,11769.9,1.33,0.95152,1.45963,0.75331,0.7395,0.73282,0.31777,1.95897,1.06694,2.1198,0.007162,0.007162,0.007162
88,11905.1,1.31799,0.94694,1.45325,0.73936,0.73557,0.73234,0.31477,1.98949,1.07882,2.14979,0.007129,0.007129,0.007129
89,12039.7,1.31165,0.9448,1.45351,0.74399,0.7244,0.73364,0.31555,1.99345,1.09264,2.17737,0.007096,0.007096,0.007096
90,12179,1.31224,0.93459,1.45033,0.74979,0.73826,0.73578,0.31256,1.99409,1.08164,2.18833,0.007063,0.007063,0.007063
91,12313.8,1.30771,0.93506,1.4416,0.73962,0.74997,0.73842,0.31913,1.97962,1.07582,2.16538,0.00703,0.00703,0.00703
92,12451.8,1.3035,0.92178,1.44182,0.74121,0.74789,0.73558,0.31323,2.00148,1.0717,2.19862,0.006997,0.006997,0.006997
93,12590,1.30371,0.92647,1.4417,0.72905,0.75596,0.72597,0.30452,2.02766,1.08528,2.21939,0.006964,0.006964,0.006964
94,12727.2,1.30047,0.92589,1.44093,0.7326,0.75106,0.72262,0.30613,2.02927,1.09174,2.23676,0.006931,0.006931,0.006931
95,12863.7,1.29016,0.92272,1.42616,0.76306,0.71564,0.73267,0.31421,2.01693,1.07705,2.22505,0.006898,0.006898,0.006898
96,12998.2,1.29422,0.91922,1.42774,0.72844,0.74486,0.72378,0.30717,1.99998,1.1013,2.21458,0.006865,0.006865,0.006865
97,13136.6,1.27598,0.89303,1.41923,0.74778,0.73889,0.73387,0.31292,2.02368,1.09465,2.25434,0.006832,0.006832,0.006832
98,13273.1,1.27701,0.90512,1.42389,0.75166,0.73227,0.74572,0.31674,2.01218,1.07858,2.25354,0.006799,0.006799,0.006799
99,13411.9,1.27661,0.89665,1.41387,0.74318,0.73537,0.73369,0.3109,2.0033,1.0881,2.22046,0.006766,0.006766,0.006766
100,13550.5,1.28177,0.90942,1.41881,0.77564,0.69882,0.73093,0.31179,1.99682,1.08417,2.23132,0.006733,0.006733,0.006733
101,13687,1.27501,0.88971,1.4062,0.74545,0.72986,0.73065,0.31182,2.00284,1.07991,2.23572,0.0067,0.0067,0.0067
102,13826.5,1.26489,0.89236,1.41171,0.75394,0.7148,0.72792,0.3075,2.00461,1.10132,2.24899,0.006667,0.006667,0.006667
103,13965.8,1.27125,0.89861,1.41563,0.73878,0.7299,0.72451,0.30502,2.0277,1.09495,2.26101,0.006634,0.006634,0.006634
104,14104.7,1.25494,0.88697,1.40362,0.74616,0.7349,0.73083,0.30845,2.03287,1.08571,2.29132,0.006601,0.006601,0.006601
105,14244.1,1.25906,0.89477,1.41085,0.77303,0.71433,0.72848,0.30718,2.03668,1.1024,2.25582,0.006568,0.006568,0.006568
106,14382.9,1.24955,0.87744,1.39957,0.775,0.71235,0.72956,0.31055,2.03202,1.07581,2.2655,0.006535,0.006535,0.006535
107,14523,1.24523,0.88676,1.39841,0.75885,0.73154,0.73289,0.3102,2.02734,1.07411,2.24967,0.006502,0.006502,0.006502
108,14662.2,1.24454,0.87318,1.40135,0.75801,0.73305,0.73063,0.31164,2.03424,1.06929,2.2624,0.006469,0.006469,0.006469
109,14800.6,1.23536,0.86777,1.38513,0.74877,0.73604,0.73054,0.30974,2.01973,1.07147,2.26884,0.006436,0.006436,0.006436
110,14939,1.23352,0.86326,1.38165,0.76166,0.73112,0.72952,0.30583,2.02193,1.07353,2.28819,0.006403,0.006403,0.006403
111,15080,1.23905,0.85626,1.38433,0.74258,0.75565,0.73463,0.30818,2.02468,1.07469,2.29373,0.00637,0.00637,0.00637
112,15216.6,1.23407,0.85571,1.38574,0.76038,0.72482,0.72341,0.30855,2.01518,1.08356,2.27832,0.006337,0.006337,0.006337
113,15354.3,1.22475,0.85117,1.38283,0.73839,0.74055,0.7255,0.30882,2.017,1.1012,2.27076,0.006304,0.006304,0.006304
114,15489.8,1.21986,0.85234,1.37514,0.76273,0.71585,0.71841,0.30685,2.00612,1.0945,2.26541,0.006271,0.006271,0.006271
115,15628.5,1.22205,0.84552,1.37727,0.75159,0.74147,0.72668,0.3083,2.00604,1.099,2.27562,0.006238,0.006238,0.006238
116,15767.8,1.21778,0.84173,1.37773,0.75164,0.72812,0.72583,0.31175,2.00199,1.10068,2.2658,0.006205,0.006205,0.006205
117,15907,1.21566,0.8438,1.37379,0.75369,0.73191,0.73207,0.3135,2.02024,1.1104,2.28031,0.006172,0.006172,0.006172
118,16045.9,1.21913,0.84391,1.37016,0.73792,0.7526,0.7328,0.31074,2.01406,1.08948,2.27115,0.006139,0.006139,0.006139
119,16183.1,1.20151,0.82555,1.35808,0.76347,0.71035,0.72145,0.31032,2.03315,1.08841,2.30184,0.006106,0.006106,0.006106
120,16317.4,1.20284,0.83321,1.36252,0.74248,0.73337,0.72061,0.30826,2.03396,1.08738,2.3247,0.006073,0.006073,0.006073
121,16455.1,1.19846,0.82517,1.3601,0.73847,0.73042,0.71688,0.3039,2.06438,1.10369,2.33087,0.00604,0.00604,0.00604
122,16594.1,1.19671,0.82594,1.3609,0.76197,0.71861,0.71811,0.30463,2.06866,1.10794,2.33817,0.006007,0.006007,0.006007
123,16731.8,1.1908,0.82402,1.35669,0.75248,0.73889,0.72378,0.30618,2.06449,1.0889,2.34235,0.005974,0.005974,0.005974
124,16871.1,1.18766,0.82087,1.3522,0.7406,0.73948,0.71794,0.30643,2.06615,1.09083,2.35031,0.005941,0.005941,0.005941
125,17006.9,1.18997,0.81735,1.35546,0.73868,0.73666,0.72118,0.30804,2.06018,1.08758,2.34597,0.005908,0.005908,0.005908
126,17144.2,1.1727,0.81,1.33919,0.75651,0.71994,0.71656,0.30578,2.05379,1.09186,2.35361,0.005875,0.005875,0.005875
